datetime	t 	rh 	u 	p 	Qsi 	T_g
20101019T230000	4.114	63.657	1.027	0.0012	6.142	4.342
20101020T000000	2.852	69.054	1.000	0.0109	6.142	4.289
20101020T010000	2.695	69.286	1.002	0.0000	6.142	4.248
20101020T020000	2.300	71.866	0.986	0.0000	6.142	4.183
20101020T030000	1.839	73.259	0.996	0.0000	6.142	4.078
20101020T040000	1.375	74.936	0.991	0.0000	6.142	3.959
20101020T050000	1.345	74.859	1.024	0.0411	6.142	3.832
20101020T060000	1.691	73.182	1.020	0.0239	6.142	3.730
20101020T070000	3.300	65.726	1.030	0.0000	6.142	3.608
20101020T080000	2.558	68.719	1.053	0.0024	6.142	3.512
20101020T090000	2.827	67.971	1.065	0.0098	11.879	3.466
20101020T100000	4.215	62.184	1.028	0.0710	61.419	3.378
20101020T110000	5.730	56.901	1.093	0.0000	292.717	3.315
20101020T120000	8.747	46.259	1.195	0.0290	532.511	3.299
20101020T130000	10.235	39.511	1.254	0.0000	582.397	3.479
20101020T140000	10.146	38.830	1.166	0.0000	606.643	3.748
20101020T150000	10.453	36.090	1.188	0.0621	443.864	4.110
20101020T160000	10.028	38.590	1.201	0.0205	383.773	4.369
20101020T170000	9.368	41.438	1.100	0.0072	111.197	4.540
20101020T180000	8.907	42.797	1.056	0.0351	73.840	4.681
20101020T190000	7.826	47.892	1.090	0.0000	17.438	4.784
20101020T200000	7.284	48.202	1.060	0.0016	6.142	4.768
20101020T210000	6.772	49.394	1.054	0.0093	6.142	4.676
20101020T220000	6.578	50.898	1.070	0.0060	6.142	4.585
20101020T230000	6.523	52.482	1.024	0.0000	6.142	4.472
20101021T000000	6.175	54.156	1.078	0.0089	6.142	4.362
20101021T010000	5.488	55.500	1.091	0.0078	6.142	4.246
20101021T020000	4.956	58.041	1.123	0.0121	6.142	4.129
20101021T030000	4.803	59.377	1.110	0.0060	6.142	4.030
20101021T040000	4.489	61.103	1.160	0.0020	6.142	3.939
20101021T050000	3.902	63.593	1.147	0.0068	6.142	3.870
20101021T060000	3.555	65.156	1.171	0.0020	6.142	3.797
20101021T070000	3.061	67.790	1.203	0.0000	6.142	3.716
20101021T080000	2.632	70.654	1.248	0.0048	6.142	3.634
20101021T090000	2.532	71.531	1.228	0.0000	9.387	3.554
20101021T100000	2.816	71.995	1.084	0.0242	93.750	3.462
20101021T110000	4.763	66.118	1.003	0.0000	334.014	3.384
20101021T120000	6.659	60.226	0.989	0.0016	507.410	3.421
20101021T130000	8.310	52.763	1.019	0.0000	600.082	3.589
20101021T140000	12.069	35.760	1.353	0.0000	621.159	3.811
20101021T150000	12.419	34.847	1.220	0.0887	461.169	4.230
20101021T160000	11.414	37.932	1.169	0.0000	404.082	4.492
20101021T170000	9.515	43.553	1.117	0.0287	30.860	4.690
20101021T180000	7.137	51.798	1.187	0.0000	25.307	4.839
20101021T190000	5.793	55.608	1.244	0.0008	8.806	4.859
20101021T200000	5.238	57.556	1.248	0.0129	6.142	4.746
20101021T210000	5.525	55.087	1.109	0.0251	6.142	4.603
20101021T220000	6.079	51.899	1.047	0.0197	6.142	4.466
20101021T230000	4.687	58.098	0.997	0.0000	6.142	4.335
20101022T000000	3.956	61.895	0.995	0.0000	6.142	4.213
20101022T010000	3.482	64.160	0.998	0.0000	6.142	4.095
20101022T020000	3.498	64.607	0.984	0.0097	6.142	3.973
20101022T030000	3.306	65.682	1.001	0.0000	6.142	3.855
20101022T040000	2.458	69.286	0.995	0.0000	6.142	3.741
20101022T050000	1.771	72.872	0.995	0.0000	6.142	3.631
20101022T060000	1.342	74.807	0.984	0.0028	6.142	3.521
20101022T070000	0.646	79.012	0.992	0.0000	6.142	3.411
20101022T080000	0.408	81.282	0.988	0.0016	6.142	3.296
20101022T090000	0.438	82.598	0.986	0.0197	12.819	3.184
20101022T100000	0.948	82.443	0.987	0.1431	36.115	3.085
20101022T110000	2.148	79.786	0.991	0.0000	150.472	3.005
20101022T120000	5.012	69.880	0.991	0.0000	493.560	2.943
20101022T130000	7.590	59.406	1.054	0.0629	253.004	3.084
20101022T140000	9.844	47.284	1.117	0.0000	369.289	3.382
20101022T150000	10.243	44.639	1.115	0.1008	253.353	3.760
20101022T160000	9.844	46.265	1.069	0.0000	185.021	4.084
20101022T170000	9.774	45.287	1.114	0.0000	130.369	4.402
20101022T180000	8.707	52.017	1.020	0.0060	38.964	4.629
20101022T190000	7.397	52.861	1.116	0.0072	7.709	4.725
20101022T200000	6.555	52.343	1.088	0.0028	6.142	4.693
20101022T210000	6.197	55.108	1.116	0.0173	6.142	4.611
20101022T220000	6.119	56.305	1.051	0.0000	6.142	4.547
20101022T230000	5.645	56.581	1.057	0.0000	6.142	4.547
20101023T000000	5.243	58.281	1.037	0.0275	6.142	4.510
20101023T010000	3.431	63.490	1.037	0.0000	6.142	4.454
20101023T020000	2.270	65.381	1.026	0.0000	6.142	4.336
20101023T030000	1.450	69.647	1.042	0.0000	6.142	4.207
20101023T040000	1.024	72.485	1.039	0.0000	6.142	4.082
20101023T050000	1.382	71.531	1.082	0.0766	6.142	3.938
20101023T060000	1.358	72.537	1.066	0.0000	6.142	3.835
20101023T070000	0.930	75.968	1.053	0.0000	6.142	3.744
20101023T080000	0.481	78.290	1.036	0.0000	6.142	3.657
20101023T090000	0.379	79.476	1.029	0.0515	24.781	3.551
20101023T100000	0.884	79.837	0.987	0.1525	77.485	3.441
20101023T110000	2.380	75.813	0.984	0.0000	272.084	3.356
20101023T120000	4.533	66.302	1.000	0.0000	454.957	3.410
20101023T130000	5.708	60.337	1.016	0.0508	407.701	3.532
20101023T140000	6.847	49.863	1.154	0.0141	350.114	3.771
20101023T150000	6.547	50.106	1.073	0.0000	357.118	4.095
20101023T160000	7.011	46.009	1.106	0.0295	240.485	4.225
20101023T170000	6.473	48.751	1.036	0.0471	88.153	4.314
20101023T180000	5.793	53.939	1.000	0.0000	62.883	4.350
20101023T190000	4.759	61.449	0.984	0.0101	8.336	4.368
20101023T200000	3.541	68.306	0.984	0.0000	6.142	4.343
20101023T210000	3.274	71.737	0.985	0.0267	6.142	4.284
20101023T220000	3.080	75.761	0.985	0.0000	6.142	4.219
20101023T230000	2.430	77.980	0.984	0.0295	6.142	4.157
20101024T000000	1.597	81.282	0.988	0.0000	6.142	4.075
20101024T010000	1.302	83.423	0.984	0.0004	6.142	3.971
20101024T020000	1.070	85.126	0.993	0.0117	6.142	3.877
20101024T030000	0.861	86.700	1.028	0.0105	6.142	3.764
20101024T040000	0.532	86.571	1.027	0.0000	6.142	3.636
20101024T050000	0.791	85.513	1.024	0.0927	6.142	3.509
20101024T060000	1.041	82.546	1.018	0.0665	6.142	3.434
20101024T070000	1.189	79.528	1.015	0.0000	6.142	3.401
20101024T080000	1.016	77.670	0.991	0.0024	6.142	3.384
20101024T090000	1.108	73.698	0.996	0.0000	10.281	3.352
20101024T100000	1.710	71.247	1.013	0.0758	45.864	3.364
20101024T110000	2.594	70.525	0.996	0.0000	77.367	3.395
20101024T120000	2.679	73.749	0.984	0.0064	94.923	3.471
20101024T130000	3.041	73.981	1.002	0.0520	129.367	3.559
20101024T140000	3.474	73.594	0.984	0.0012	147.433	3.668
20101024T150000	3.375	75.968	0.987	0.0000	141.221	3.791
20101024T160000	3.715	74.265	0.994	0.0020	115.923	3.913
20101024T170000	3.794	74.859	0.991	0.0000	150.906	4.001
20101024T180000	4.178	68.100	0.987	0.0000	108.963	4.087
20101024T190000	3.610	64.240	1.002	0.0000	15.170	4.162
20101024T200000	1.997	68.538	1.001	0.0032	6.142	4.159
20101024T210000	0.809	71.556	1.002	0.0000	6.142	4.036
20101024T220000	0.634	69.647	0.990	0.0056	6.142	3.858
20101024T230000	0.349	71.711	0.985	0.0000	6.142	3.682
20101025T000000	-0.281	76.123	0.991	0.0110	6.142	3.545
20101025T010000	-0.276	79.502	0.984	0.0298	6.142	3.404
20101025T020000	-0.126	80.018	0.984	0.0056	6.142	3.295
20101025T030000	-0.531	83.423	0.998	0.0000	6.142	3.228
20101025T040000	-0.579	90.698	1.018	0.2065	6.142	3.194
20101025T050000	-1.015	93.046	1.015	0.2155	6.142	3.157
20101025T060000	-1.278	93.871	0.990	0.1768	6.142	3.102
20101025T070000	-1.361	94.310	0.986	0.0998	6.142	3.056
20101025T080000	-1.520	94.207	0.994	0.0157	6.142	3.011
20101025T090000	-1.769	94.310	0.993	0.0000	8.792	2.967
20101025T100000	-1.750	94.490	0.993	0.1142	36.540	2.911
20101025T110000	-0.860	94.336	0.984	0.1316	80.746	2.875
20101025T120000	0.582	91.833	0.999	0.0000	168.826	2.908
20101025T130000	0.875	87.087	0.990	0.0222	199.284	3.013
20101025T140000	1.061	83.475	0.985	0.0004	157.036	3.168
20101025T150000	1.295	80.869	0.988	0.0000	124.106	3.279
20101025T160000	1.352	77.903	0.984	0.0000	96.932	3.322
20101025T170000	1.264	79.425	0.985	0.0000	63.438	3.342
20101025T180000	0.906	81.179	0.985	0.0044	41.734	3.326
20101025T190000	0.275	84.791	0.984	0.0060	10.342	3.293
20101025T200000	-0.730	88.480	0.984	0.0146	6.142	3.231
20101025T210000	-0.983	90.801	0.994	0.0000	6.142	3.117
20101025T220000	-1.430	93.226	0.985	0.0759	6.142	3.015
20101025T230000	-1.670	94.723	0.984	0.1820	6.142	2.909
20101026T000000	-1.773	95.187	0.984	0.0724	6.142	2.846
20101026T010000	-1.855	94.826	0.984	0.0000	6.142	2.822
20101026T020000	-1.996	94.310	0.984	0.0436	6.142	2.783
20101026T030000	-2.117	94.516	0.984	0.0666	6.142	2.756
20101026T040000	-2.000	94.671	0.984	0.0392	6.142	2.736
20101026T050000	-2.072	95.161	0.984	0.0158	6.142	2.705
20101026T060000	-2.196	95.187	0.984	0.0145	6.142	2.668
20101026T070000	-2.484	94.671	0.984	0.0061	6.142	2.640
20101026T080000	-2.437	94.981	0.984	0.0278	6.142	2.600
20101026T090000	-2.219	95.032	0.984	0.0784	6.989	2.571
20101026T100000	-1.806	94.955	0.984	0.1306	29.361	2.540
20101026T110000	-1.107	94.155	0.984	0.0271	61.777	2.522
20101026T120000	-0.714	93.355	0.987	0.0472	72.087	2.532
20101026T130000	-0.625	93.252	1.004	0.0000	103.882	2.557
20101026T140000	-0.418	92.659	1.051	0.1071	181.884	2.607
20101026T150000	-0.040	91.627	1.022	0.0000	232.308	2.730
20101026T160000	-0.439	91.317	1.141	0.0000	194.308	2.825
20101026T170000	-0.881	92.736	1.003	0.0000	113.739	2.889
20101026T180000	-0.624	92.246	0.984	0.0000	52.735	2.947
20101026T190000	-1.025	92.427	0.991	0.0061	13.118	2.933
20101026T200000	-1.479	93.871	0.984	0.0081	6.142	2.864
20101026T210000	-1.699	94.490	0.984	0.0008	6.142	2.770
20101026T220000	-1.787	94.258	0.987	0.0173	6.142	2.683
20101026T230000	-1.596	94.181	0.984	0.0368	6.142	2.613
20101027T000000	-1.437	93.871	0.984	0.0000	6.142	2.558
20101027T010000	-1.560	94.052	0.990	0.0319	6.142	2.509
20101027T020000	-1.509	94.000	0.992	0.0000	6.142	2.462
20101027T030000	-1.488	93.923	0.996	0.0000	6.142	2.434
20101027T040000	-1.776	93.871	0.994	0.0000	6.142	2.408
20101027T050000	-1.733	94.052	0.997	0.0251	6.142	2.385
20101027T060000	-1.719	93.613	0.989	0.0000	6.142	2.365
20101027T070000	-1.921	93.355	1.002	0.0068	6.142	2.355
20101027T080000	-2.448	93.226	1.001	0.0028	6.142	2.335
20101027T090000	-2.634	93.355	1.015	0.0804	17.258	2.286
20101027T100000	-1.932	92.943	0.996	0.1952	58.272	2.242
20101027T110000	-0.508	89.770	1.026	0.0000	258.646	2.207
20101027T120000	1.648	73.311	1.092	0.0000	413.596	2.218
20101027T130000	2.660	55.988	1.142	0.0767	243.750	2.277
20101027T140000	2.844	54.504	1.111	0.0000	513.685	2.477
20101027T150000	3.599	47.580	1.117	0.1850	404.120	2.648
20101027T160000	2.945	42.773	1.184	0.0068	285.807	0.778
20101027T170000	1.457	50.458	1.500	0.0348	127.098	0.865
20101027T180000	-0.424	58.323	0.793	0.0000	34.273	0.943
20101027T190000	-2.060	68.435	0.549	0.0000	8.493	0.870
20101027T200000	-2.975	73.693	0.725	0.0000	6.142	0.780
20101027T210000	-3.218	75.040	0.900	0.0359	6.142	0.703
20101027T220000	-3.914	77.110	0.797	0.0930	6.142	0.650
20101027T230000	-4.185	76.255	0.806	0.0000	6.142	0.586
20101028T000000	-2.900	65.573	0.783	0.0542	6.142	0.488
20101028T010000	-2.291	63.513	0.701	0.0000	6.142	0.470
20101028T020000	-3.556	70.843	0.736	0.0008	6.142	0.461
20101028T030000	-4.594	76.995	0.871	0.0000	6.142	0.398
20101028T040000	-5.111	79.368	0.838	0.0000	6.142	0.335
20101028T050000	-5.514	81.978	0.786	0.0048	6.142	0.284
20101028T060000	-5.276	81.925	0.739	0.0000	6.142	0.225
20101028T070000	-5.355	80.620	0.765	0.0000	6.142	0.211
20101028T080000	-5.923	84.300	0.839	0.0000	6.142	0.171
20101028T090000	-5.742	83.875	0.487	0.0000	14.580	0.126
20101028T100000	-4.204	77.443	0.527	0.2173	85.053	0.028
20101028T110000	-3.004	74.173	0.434	0.0000	170.918	0.039
20101028T120000	-2.573	76.750	0.511	0.0000	206.732	0.122
20101028T130000	-0.859	64.278	0.525	0.0000	283.969	0.119
20101028T140000	0.141	57.128	0.991	0.0000	272.338	0.200
20101028T150000	0.404	57.715	1.245	0.0000	212.215	0.235
20101028T160000	0.279	61.725	0.989	0.0291	170.189	0.243
20101028T170000	0.389	61.765	1.527	0.0166	110.392	0.243
20101028T180000	-0.071	65.050	1.365	0.0000	52.558	0.265
20101028T190000	-0.650	69.603	1.203	0.0000	8.524	0.257
20101028T200000	-0.959	71.358	1.129	0.0000	6.142	0.239
20101028T210000	-1.202	73.783	1.275	0.0178	6.142	0.232
20101028T220000	-1.506	76.885	1.578	0.0201	6.142	0.226
20101028T230000	-1.745	79.653	1.369	0.0226	6.142	0.224
20101029T000000	-1.422	77.980	1.539	0.0307	6.142	0.216
20101029T010000	-0.948	75.490	1.196	0.0016	6.142	0.219
20101029T020000	-0.904	76.323	1.181	0.0000	6.142	0.240
20101029T030000	-1.911	85.600	1.873	0.0000	6.142	0.245
20101029T040000	-2.636	94.600	1.676	0.0000	6.142	0.227
20101029T050000	-2.346	90.425	1.329	0.0000	6.142	0.205
20101029T060000	-2.302	87.800	1.392	0.0000	6.142	0.189
20101029T070000	-1.977	83.850	1.458	0.0000	6.142	0.162
20101029T080000	-1.750	79.010	0.900	0.0000	6.142	0.164
20101029T090000	-2.356	83.758	1.426	0.0185	6.142	0.143
20101029T100000	-0.708	69.608	0.646	0.1410	49.837	0.029
20101029T110000	1.455	59.888	1.297	0.0000	261.784	0.020
20101029T120000	1.833	60.145	1.667	0.0949	162.465	0.162
20101029T130000	2.295	48.668	1.050	0.0000	168.446	0.230
20101029T140000	1.434	51.948	1.203	0.0004	222.610	0.244
20101029T150000	2.385	44.303	0.900	0.0000	170.220	0.140
20101029T160000	2.574	39.875	1.249	0.0319	221.380	0.196
20101029T170000	1.407	43.183	1.393	0.0000	58.389	0.328
20101029T180000	0.163	49.850	0.704	0.0081	28.413	0.308
20101029T190000	-0.802	55.278	0.644	0.0000	7.569	0.259
20101029T200000	-1.266	57.308	0.681	0.0000	6.142	0.201
20101029T210000	-2.492	64.188	0.827	0.0110	6.142	0.148
20101029T220000	-3.122	66.843	0.849	0.0093	6.142	0.083
20101029T230000	-3.270	66.210	0.742	0.0836	6.142	0.035
20101030T000000	-3.950	70.870	0.847	0.0109	6.142	-0.004
20101030T010000	-3.553	67.780	0.944	0.0000	6.142	-0.045
20101030T020000	-3.739	68.845	0.959	0.0000	6.142	-0.069
20101030T030000	-3.639	68.495	0.986	0.0000	6.142	-0.094
20101030T040000	-3.748	70.333	1.253	0.0452	6.142	-0.104
20101030T050000	-4.312	75.413	1.355	0.0000	6.142	-0.130
20101030T060000	-3.870	76.105	1.345	0.0000	6.142	-0.192
20101030T070000	-4.337	78.030	1.204	0.0396	6.142	-0.180
20101030T080000	-4.182	78.675	1.508	0.0000	6.142	-0.237
20101030T090000	-4.265	79.045	1.403	0.0166	9.090	-0.257
20101030T100000	-1.960	67.483	1.525	0.1321	62.566	-0.383
20101030T110000	0.329	54.053	1.523	0.0000	274.588	-0.338
20101030T120000	1.577	48.210	1.888	0.0000	461.517	-0.216
20101030T130000	1.995	46.903	1.777	0.0000	541.481	-0.176
20101030T140000	3.223	39.573	1.669	0.0000	579.767	-0.167
20101030T150000	4.478	30.340	1.251	0.1472	311.765	-0.098
20101030T160000	4.203	28.485	1.113	0.0000	182.400	-0.044
20101030T170000	3.109	32.908	1.285	0.0425	27.187	0.008
20101030T180000	-0.914	50.370	1.330	0.0113	19.417	0.162
20101030T190000	-1.827	55.783	1.719	0.0000	9.120	-0.074
20101030T200000	-1.631	53.260	1.963	0.0000	6.142	-0.204
20101030T210000	-1.995	59.623	2.141	0.0048	6.142	-0.274
20101030T220000	-1.992	62.295	2.345	0.0206	6.142	-0.325
20101030T230000	-1.268	57.060	1.686	0.0202	6.142	-0.361
20101031T000000	-1.709	62.420	1.917	0.0004	6.142	-0.390
20101031T010000	-2.444	70.248	1.963	0.0000	6.142	-0.434
20101031T020000	-2.728	73.518	1.993	0.0582	6.142	-0.476
20101031T030000	-2.789	77.288	1.748	0.0000	6.142	-0.504
20101031T040000	-0.511	71.855	1.026	0.0000	6.142	-0.555
20101031T050000	0.467	69.083	1.223	0.0000	6.142	-0.563
20101031T060000	1.666	65.755	1.940	0.0000	6.142	-0.499
20101031T070000	0.115	71.873	1.278	0.0157	6.142	-0.396
20101031T080000	-0.588	76.270	1.176	0.0000	6.142	-0.384
20101031T090000	-0.154	74.938	1.300	0.0093	6.142	-0.389
20101031T100000	1.127	69.085	0.786	0.0073	23.258	-0.372
20101031T110000	1.820	65.680	0.818	0.0089	62.877	-0.320
20101031T120000	3.035	58.628	0.934	0.0836	141.506	-0.294
20101031T130000	3.351	56.200	0.787	0.0000	119.935	-0.186
20101031T140000	4.677	50.443	1.349	0.0000	375.627	-0.234
20101031T150000	4.859	48.938	2.003	0.1338	239.028	-0.097
20101031T160000	3.946	53.303	1.385	0.0379	171.298	-0.061
20101031T170000	3.337	53.670	1.480	0.0064	91.775	-0.036
20101031T180000	2.751	54.495	1.013	0.0000	33.109	-0.041
20101031T190000	2.247	57.280	1.083	0.0214	6.142	-0.052
20101031T200000	2.006	59.263	1.413	0.0355	6.142	-0.062
20101031T210000	1.920	55.608	1.048	0.0177	6.142	-0.061
20101031T220000	1.811	53.698	1.755	0.0000	6.142	-0.063
20101031T230000	1.266	54.575	1.560	0.0000	6.142	-0.048
