627603.6344 5646596.561 1885.5564
627603.6344 5646926.561 1886.0316
627303.6344 5646896.561 1993.989
628203.6344 5647076.561 1790.9661
628383.6344 5646386.561 1818.5081
628683.6344 5646836.561 1714.9187
628833.6344 5646476.561 1759.5563
628683.6344 5646176.561 1750.4639
628953.6344 5646446.561 1738.4553
628833.6344 5646866.561 1694.5995
629373.6344 5646476.561 1638.5791
629043.6344 5646116.561 1693.6462
629523.6344 5645846.561 1599.8591
629703.6344 5645846.561 1603.0012
629523.6344 5645816.561 1596.6953
629133.6344 5645786.561 1714.9103
629673.6344 5645246.561 1537.7275
628623.6344 5645036.561 1786.4037
629673.6344 5645036.561 1528.9988
629883.6344 5645036.561 1522.5232
629883.6344 5645336.561 1516.5377
629883.6344 5646956.561 1683.8298
628443.6344 5645336.561 1881.6327
628323.6344 5645036.561 1908.0364
628323.6344 5645336.561 1910.7998
628083.6344 5645636.561 1892.447
628623.6344 5645996.561 1771.9258
627873.6344 5645786.561 1910.375
627753.6344 5645636.561 1975.0133
627813.6344 5645456.561 2029.3638
627753.6344 5645456.561 2060.8157
627603.6344 5645516.561 2074.0649
627663.6344 5645396.561 2111.428
627813.6344 5645186.561 2036.1282
627603.6344 5645336.561 2153.958
627783.6344 5645156.561 2060.1787
627543.6344 5645246.561 2194.688
627273.6344 5645366.561 2266.5139
627153.6344 5645036.561 2429.4973
627123.6344 5645096.561 2442.8774
626883.6344 5645306.561 2438.3447
627183.6344 5645546.561 2230.8127
627273.6344 5645396.561 2256.7458
627423.6344 5645666.561 2147.1223
627603.6344 5645786.561 2049.4128
627483.6344 5645906.561 2048.1455
627663.6344 5645846.561 2020.4229
627693.6344 5645846.561 2007.9768
627603.6344 5646296.561 1969.9751
627453.6344 5645966.561 2041.8916
627573.6344 5646296.561 1974.938
627333.6344 5646296.561 1949.3748
627423.6344 5646386.561 1935.2703
627483.6344 5646506.561 1909.0232
627213.6344 5646506.561 2023.1206
627243.6344 5646626.561 1977.9375
627213.6344 5646626.561 1985.3491
626973.6344 5646776.561 2112.0154
626973.6344 5646836.561 2123.8867
627123.6344 5646986.561 2062.7185
627183.6344 5647166.561 2015.7974
627393.6344 5647166.561 1945.6031
627153.6344 5647196.561 2037.6803
627453.6344 5647526.561 2102.3748
627543.6344 5647286.561 1989.8745
627573.6344 5647286.561 1975.9202
627573.6344 5647136.561 1905.6938
627783.6344 5647436.561 1900.1925
628083.6344 5647436.561 1889.9106
628113.6344 5647436.561 1886.3995
628383.6344 5647346.561 1830.13
628443.6344 5647436.561 1799.1792
628563.6344 5647316.561 1771.7643
628563.6344 5647166.561 1802.5352
628593.6344 5647286.561 1765.6904
628713.6344 5647436.561 1818.4045
628713.6344 5647166.561 1747.7209
628683.6344 5647166.561 1749.2427
628713.6344 5647076.561 1733.2352
628713.6344 5647046.561 1728.4236
628683.6344 5646866.561 1714.4429
628773.6344 5646986.561 1748.4924
629073.6344 5647076.561 1824.3947
628773.6344 5647016.561 1757.0701
629073.6344 5647166.561 1840.5549
629583.6344 5647736.561 1847.5334
629643.6344 5647796.561 1852.2394
629883.6344 5648066.561 1914.5485
629283.6344 5648186.561 1862.824
629583.6344 5648456.561 1943.0604
629883.6344 5648756.561 1828.551
629583.6344 5648486.561 1940.9351
629223.6344 5648456.561 1849.5542
629553.6344 5648666.561 1926.6285
629583.6344 5648666.561 1929.6313
629583.6344 5648756.561 1915.3868
629193.6344 5648756.561 1815.5269
629133.6344 5648546.561 1852.5408
629103.6344 5648546.561 1855.5264
629193.6344 5648456.561 1850.9714
628773.6344 5647976.561 1895.1138
628383.6344 5648756.561 1982.8353
628383.6344 5648066.561 1928.5186
628053.6344 5648486.561 2035.9313
628353.6344 5648066.561 1932.9885
628293.6344 5648066.561 1940.2631
628113.6344 5648126.561 2004.3555
627963.6344 5648216.561 1985.0062
627933.6344 5648246.561 1986.5151
627873.6344 5648006.561 1941.6067
627633.6344 5648006.561 1996.5408
627783.6344 5647676.561 1997.7854
627513.6344 5647826.561 2029.3387
627603.6344 5648006.561 2003.9647
627453.6344 5648216.561 2130.9551
627183.6344 5647886.561 2138.6135
627063.6344 5648246.561 2335.1094
627393.6344 5648306.561 2178.728
627393.6344 5648336.561 2171.6655
627663.6344 5648456.561 2047.9553
627303.6344 5648456.561 2146.6838
627303.6344 5648606.561 2184.4478
627543.6344 5648756.561 2085.0322
627153.6344 5648666.561 2182.1672
627213.6344 5648546.561 2209.2021
627243.6344 5648546.561 2198.6172
627123.6344 5648396.561 2244.3628
627183.6344 5648546.561 2220.417
627063.6344 5648456.561 2288.3396
627033.6344 5648456.561 2305.228
627033.6344 5648246.561 2360.9075
626913.6344 5648426.561 2378.488
626913.6344 5648516.561 2314.3408
626943.6344 5648546.561 2284.9951
626913.6344 5648606.561 2315.4412
627093.6344 5648636.561 2200.7527
626943.6344 5648696.561 2278.9766
626793.6344 5648756.561 2253.8418
626943.6344 5648726.561 2278.0981
626973.6344 5648756.561 2262.7813
626763.6344 5648726.561 2262.7661
626583.6344 5648756.561 2312.5696
626673.6344 5648666.561 2304.2351
626583.6344 5648666.561 2339.3794
626343.6344 5648546.561 2584.1396
626613.6344 5648516.561 2458.4272
626613.6344 5648456.561 2505.5435
626733.6344 5648456.561 2424.3716
626763.6344 5648546.561 2403.8809
626733.6344 5648666.561 2292.4326
626793.6344 5648576.561 2376.8882
626853.6344 5648516.561 2341.5205
626733.6344 5648306.561 2528.3455
626703.6344 5648306.561 2542.5674
626643.6344 5648336.561 2523.9131
626643.6344 5648276.561 2577.3123
626703.6344 5648276.561 2535.998
626613.6344 5648246.561 2593.1294
626793.6344 5648036.561 2398.2007
626913.6344 5647766.561 2328.4849
626883.6344 5647766.561 2351.7156
626913.6344 5647616.561 2384.9658
626763.6344 5647766.561 2440.8806
626733.6344 5647376.561 2205.6711
626493.6344 5647826.561 2459.322
626733.6344 5647796.561 2461.1597
626493.6344 5647856.561 2475.4626
626373.6344 5648006.561 2586.8423
626193.6344 5648006.561 2672.7217
626073.6344 5647766.561 2714.4785
626043.6344 5647916.561 2607.1553
626043.6344 5647946.561 2593.8147
625863.6344 5647976.561 2469.6064
625863.6344 5648006.561 2466.4165
626013.6344 5648096.561 2549.4094
626073.6344 5648096.561 2587.0144
626043.6344 5648276.561 2627.2905
626313.6344 5648276.561 2763.4636
626253.6344 5648396.561 2723.05
626223.6344 5648486.561 2647.613
625923.6344 5648486.561 2464.8525
626223.6344 5648516.561 2647.6118
626133.6344 5648756.561 2634.3738
625773.6344 5648666.561 2414.6511
625443.6344 5648756.561 2238.9302
625743.6344 5648666.561 2397.2744
625533.6344 5648606.561 2333.5442
625653.6344 5648306.561 2359.1455
625443.6344 5648396.561 2257.5286
625353.6344 5648426.561 2230.7793
625293.6344 5648576.561 2193.6809
625293.6344 5648336.561 2252.1792
625053.6344 5648516.561 2211.1785
625023.6344 5648186.561 2266.2991
624723.6344 5648756.561 2411.9773
625023.6344 5648756.561 2195.3667
624723.6344 5648006.561 2516.9287
625023.6344 5648156.561 2264.3235
625023.6344 5648006.561 2266.5432
624843.6344 5647826.561 2436.6536
624723.6344 5647436.561 2426.5679
625083.6344 5647676.561 2307.0242
625143.6344 5647466.561 2292.9292
625383.6344 5647496.561 2266.0525
625203.6344 5647796.561 2249.9526
625203.6344 5647826.561 2249.3003
625353.6344 5647856.561 2254.4482
625353.6344 5647826.561 2256.6272
625503.6344 5647706.561 2294.5359
625503.6344 5647676.561 2300.2793
625593.6344 5647526.561 2395.9541
625683.6344 5647526.561 2457.7075
625593.6344 5647496.561 2407.7363
625653.6344 5647436.561 2527.1179
625713.6344 5647496.561 2539.7664
625833.6344 5647646.561 2592.9937
625863.6344 5647526.561 2612.5671
625773.6344 5647436.561 2586.1494
625743.6344 5647436.561 2578.7456
625773.6344 5647406.561 2578.9351
625593.6344 5647226.561 2523.7422
625563.6344 5647256.561 2517.3389
625623.6344 5647436.561 2508.6968
625323.6344 5647196.561 2408.0596
625443.6344 5647106.561 2510.5374
625203.6344 5646986.561 2543.4355
625203.6344 5646956.561 2539.8589
625323.6344 5646746.561 2414.707
625113.6344 5646716.561 2533.9089
625293.6344 5646416.561 2498.156
625083.6344 5646476.561 2645.8972
625173.6344 5646356.561 2590.8313
625263.6344 5646266.561 2591.8928
625173.6344 5646296.561 2607.2422
625113.6344 5646326.561 2608.835
625083.6344 5646326.561 2599.9351
625083.6344 5646446.561 2650.5569
624873.6344 5646236.561 2466.0183
625113.6344 5646026.561 2438.7358
624843.6344 5645966.561 2320.2109
624723.6344 5645876.561 2286.3706
624723.6344 5646746.561 2803.8567
625083.6344 5646716.561 2562.1514
624753.6344 5646836.561 2782.0579
624963.6344 5646926.561 2621.113
625083.6344 5646926.561 2585.5283
624963.6344 5646956.561 2592.8284
625083.6344 5646986.561 2578.2837
625113.6344 5646986.561 2577.1846
625143.6344 5647076.561 2472.8608
624993.6344 5647046.561 2522.427
625023.6344 5647196.561 2416.1533
625173.6344 5647256.561 2345.6897
624753.6344 5647196.561 2512.0237
624723.6344 5646836.561 2788.2429
624723.6344 5647196.561 2527.3962
624813.6344 5645816.561 2262.9358
624993.6344 5645816.561 2346.439
624813.6344 5645786.561 2253.9683
624933.6344 5645696.561 2297.3979
624723.6344 5645696.561 2218.8726
624933.6344 5645666.561 2286.0125
625143.6344 5645666.561 2272.5283
625053.6344 5645276.561 2107.4016
624723.6344 5645456.561 2165.1882
624843.6344 5645216.561 2083.4553
624723.6344 5645036.561 2167.7461
624963.6344 5645096.561 2049.2373
625023.6344 5645036.561 2034.2329
625023.6344 5645126.561 2070.6313
625503.6344 5645036.561 2169.6658
625443.6344 5645246.561 2227.9292
625443.6344 5645276.561 2236.3384
625383.6344 5645456.561 2225.3052
625233.6344 5645576.561 2300.9104
625293.6344 5645666.561 2373.5103
625203.6344 5645756.561 2332.0234
625143.6344 5645726.561 2311.1001
625143.6344 5645936.561 2445.283
625173.6344 5645936.561 2455.522
