627307.1344 5646937.061 2006.5999
627284.1344 5646894.061 2001.8318
627319.1344 5646870.061 1979.0756
627274.1344 5646918.061 2015.7
627243.1344 5646878.061 2022.6924
627229.1344 5646899.061 2033.9293
627230.1344 5646892.061 2032.417
627206.1344 5646879.061 2040.3478
627243.1344 5646839.061 2011.3195
627220.1344 5646825.061 2017.0006
627181.1344 5646857.061 2042.7494
627178.1344 5646860.061 2044.7103
627156.1344 5646878.061 2055.4978
627181.1344 5646919.061 2050.1802
627208.1344 5646884.061 2040.2327
627212.1344 5646913.061 2041.1869
627185.1344 5646972.061 2044.8533
627251.1344 5646943.061 2030.1025
627232.1344 5646983.061 2033.084
627269.1344 5647000.061 2022.1323
627307.1344 5646963.061 2010.1123
627310.1344 5646943.061 2006.3699
627361.1344 5646890.061 1967.6378
627374.1344 5646948.061 1980.2668
627375.1344 5646902.061 1965.035
627375.1344 5646876.061 1952.1621
627361.1344 5646888.061 1967.0972
627357.1344 5646873.061 1963.2135
627354.1344 5646861.061 1957.9603
627334.1344 5646815.061 1966.2476
627306.1344 5646817.061 1981.1045
