627603.6344,5646596.561,1885.5564,0.9228
627603.6344,5646926.561,1886.0316,0.9472
627303.6344,5646896.561,1993.989,0.9236
628203.6344,5647076.561,1790.9661,0.9717
628383.6344,5646386.561,1818.5081,0.9896
628683.6344,5646836.561,1714.9187,0.8836
628833.6344,5646476.561,1759.5563,0.990499
628683.6344,5646176.561,1750.4639,0.972299
628953.6344,5646446.561,1738.4553,0.982699
628833.6344,5646866.561,1694.5995,0.907
629373.6344,5646476.561,1638.5791,0.9581
629043.6344,5646116.561,1693.6462,0.9251
629523.6344,5645846.561,1599.8591,0.9718
629703.6344,5645846.561,1603.0012,0.969699
629523.6344,5645816.561,1596.6953,0.9612
629133.6344,5645786.561,1714.9103,0.9894
629673.6344,5645246.561,1537.7275,0.967499
628623.6344,5645036.561,1786.4037,0.9412
629673.6344,5645036.561,1528.9988,0.953599
629883.6344,5645036.561,1522.5232,0.990499
629883.6344,5645336.561,1516.5377,0.9757
629883.6344,5646956.561,1683.8298,0.978399
628443.6344,5645336.561,1881.6327,0.970399
628323.6344,5645036.561,1908.0364,0.891399
628323.6344,5645336.561,1910.7998,0.962899
628083.6344,5645636.561,1892.447,0.8941
628623.6344,5645996.561,1771.9258,0.954
627873.6344,5645786.561,1910.375,0.868799
627753.6344,5645636.561,1975.0133,0.838999
627813.6344,5645456.561,2029.3638,0.9066
627753.6344,5645456.561,2060.8157,0.924399
627603.6344,5645516.561,2074.0649,0.847599
627663.6344,5645396.561,2111.428,0.925499
627813.6344,5645186.561,2036.1282,0.8122
627603.6344,5645336.561,2153.958,0.9347
627783.6344,5645156.561,2060.1787,0.8295
627543.6344,5645246.561,2194.688,0.9366
627273.6344,5645366.561,2266.5139,0.886099
627153.6344,5645036.561,2429.4973,0.9807
627123.6344,5645096.561,2442.8774,0.9943
626883.6344,5645306.561,2438.3447,0.948899
627183.6344,5645546.561,2230.8127,0.924
627273.6344,5645396.561,2256.7458,0.8998
627423.6344,5645666.561,2147.1223,0.946799
627603.6344,5645786.561,2049.4128,0.9463
627483.6344,5645906.561,2048.1455,0.9502
627663.6344,5645846.561,2020.4229,0.951799
627693.6344,5645846.561,2007.9768,0.9394
627603.6344,5646296.561,1969.9751,0.9756
627453.6344,5645966.561,2041.8916,0.952099
627573.6344,5646296.561,1974.938,0.9587
627333.6344,5646296.561,1949.3748,0.8599
627423.6344,5646386.561,1935.2703,0.8395
627483.6344,5646506.561,1909.0232,0.841
627213.6344,5646506.561,2023.1206,0.973599
627243.6344,5646626.561,1977.9375,0.898899
627213.6344,5646626.561,1985.3491,0.882099
626973.6344,5646776.561,2112.0154,0.953199
626973.6344,5646836.561,2123.8867,0.978999
627123.6344,5646986.561,2062.7185,0.939499
627183.6344,5647166.561,2015.7974,0.8987
627393.6344,5647166.561,1945.6031,0.8644
627153.6344,5647196.561,2037.6803,0.896399
627453.6344,5647526.561,2102.3748,0.942099
627543.6344,5647286.561,1989.8745,0.911099
627573.6344,5647286.561,1975.9202,0.902199
627573.6344,5647136.561,1905.6938,0.919399
627783.6344,5647436.561,1900.1925,0.9053
628083.6344,5647436.561,1889.9106,0.980799
628113.6344,5647436.561,1886.3995,0.986299
628383.6344,5647346.561,1830.13,0.9886
628443.6344,5647436.561,1799.1792,0.908699
628563.6344,5647316.561,1771.7643,0.8998
628563.6344,5647166.561,1802.5352,0.9875
628593.6344,5647286.561,1765.6904,0.8775
628713.6344,5647436.561,1818.4045,0.9709
628713.6344,5647166.561,1747.7209,0.9028
628683.6344,5647166.561,1749.2427,0.8624
628713.6344,5647076.561,1733.2352,0.8809
628713.6344,5647046.561,1728.4236,0.893999
628683.6344,5646866.561,1714.4429,0.891399
628773.6344,5646986.561,1748.4924,0.935999
629073.6344,5647076.561,1824.3947,0.9804
628773.6344,5647016.561,1757.0701,0.9063
629073.6344,5647166.561,1840.5549,0.9771
629583.6344,5647736.561,1847.5334,0.9937
629643.6344,5647796.561,1852.2394,0.9947
629883.6344,5648066.561,1914.5485,0.986299
629283.6344,5648186.561,1862.824,0.9867
629583.6344,5648456.561,1943.0604,0.9879
629883.6344,5648756.561,1828.551,0.938799
629583.6344,5648486.561,1940.9351,0.994
629223.6344,5648456.561,1849.5542,0.986299
629553.6344,5648666.561,1926.6285,0.9803
629583.6344,5648666.561,1929.6313,0.987699
629583.6344,5648756.561,1915.3868,0.985199
629193.6344,5648756.561,1815.5269,0.9278
629133.6344,5648546.561,1852.5408,0.9886
629103.6344,5648546.561,1855.5264,0.99
629193.6344,5648456.561,1850.9714,0.985899
628773.6344,5647976.561,1895.1138,0.994899
628383.6344,5648756.561,1982.8353,0.9943
628383.6344,5648066.561,1928.5186,0.988699
628053.6344,5648486.561,2035.9313,0.9922
628353.6344,5648066.561,1932.9885,0.9867
628293.6344,5648066.561,1940.2631,0.985
628113.6344,5648126.561,2004.3555,0.967
627963.6344,5648216.561,1985.0062,0.9477
627933.6344,5648246.561,1986.5151,0.972599
627873.6344,5648006.561,1941.6067,0.921299
627633.6344,5648006.561,1996.5408,0.897199
627783.6344,5647676.561,1997.7854,0.9789
627513.6344,5647826.561,2029.3387,0.8628
627603.6344,5648006.561,2003.9647,0.893499
627453.6344,5648216.561,2130.9551,0.9303
627183.6344,5647886.561,2138.6135,0.827899
627063.6344,5648246.561,2335.1094,0.8694
627393.6344,5648306.561,2178.728,0.9707
627393.6344,5648336.561,2171.6655,0.934899
627663.6344,5648456.561,2047.9553,0.9552
