627307.1344,5646937.061,2006.5999,0.9325
627284.1344,5646894.061,2001.8318,0.9109
627319.1344,5646870.061,1979.0756,0.9387
627274.1344,5646918.061,2015.7,0.9337
627243.1344,5646878.061,2022.6924,0.920099
627229.1344,5646899.061,2033.9293,0.9463
627230.1344,5646892.061,2032.417,0.9627
627206.1344,5646879.061,2040.3478,0.938799
627243.1344,5646839.061,2011.3195,0.930899
627220.1344,5646825.061,2017.0006,0.944899
627181.1344,5646857.061,2042.7494,0.9409
627178.1344,5646860.061,2044.7103,0.935
627156.1344,5646878.061,2055.4978,0.959699
627181.1344,5646919.061,2050.1802,0.9703
627208.1344,5646884.061,2040.2327,0.9549
627212.1344,5646913.061,2041.1869,0.9771
627185.1344,5646972.061,2044.8533,0.954299
627251.1344,5646943.061,2030.1025,0.9732
627232.1344,5646983.061,2033.084,0.9634
627269.1344,5647000.061,2022.1323,0.9587
627307.1344,5646963.061,2010.1123,0.9642
627310.1344,5646943.061,2006.3699,0.9401
627361.1344,5646890.061,1967.6378,0.9127
627374.1344,5646948.061,1980.2668,0.9161
627375.1344,5646902.061,1965.035,0.9075
627375.1344,5646876.061,1952.1621,0.927399
627361.1344,5646888.061,1967.0972,0.880299
627357.1344,5646873.061,1963.2135,0.8729
627354.1344,5646861.061,1957.9603,0.9013
627334.1344,5646815.061,1966.2476,0.919499
627306.1344,5646817.061,1981.1045,0.9346
627342.1344,5646783.061,1957.8524,0.920099
627294.1344,5646783.061,1978.8071,0.939
627340.1344,5646762.061,1953.2941,0.9405
627297.1344,5646740.061,1975.0502,0.906899
627293.1344,5646740.061,1976.8481,0.917299
627241.1344,5646745.061,1997.0238,0.9541
627262.1344,5646801.061,1997.7993,0.9505
627219.1344,5646747.061,2008.64,0.9505
627232.1344,5646736.061,2000.3262,0.9509
627246.1344,5646724.061,1995.7151,0.9513
627227.1344,5646732.061,2001.5884,0.9466
627240.1344,5646713.061,1997.0929,0.943799
627225.1344,5646714.061,2000.0087,0.957799
627235.1344,5646695.061,2001.6016,0.9425
627269.1344,5646711.061,1981.4135,0.9229
627261.1344,5646673.061,1987.2737,0.949199
627281.1344,5646689.061,1978.16,0.914399
627269.1344,5646666.061,1986.5652,0.948899
627290.1344,5646673.061,1984.6561,0.9483
627278.1344,5646641.061,1970.3489,0.8259
627310.1344,5646657.061,1967.8651,0.839399
627293.1344,5646632.061,1961.8655,0.8683
627270.1344,5646630.061,1970.3236,0.909399
627274.1344,5646639.061,1971.0302,0.8399
627256.1344,5646640.061,1977.472,0.8191
627251.1344,5646628.061,1976.4545,0.9206
627250.1344,5646628.061,1976.7539,0.9188
627220.1344,5646631.061,1985.4442,0.8086
627254.1344,5646655.061,1988.3411,0.873499
627226.1344,5646666.061,2004.9713,0.933099
627223.1344,5646665.061,2005.9974,0.9494
627209.1344,5646653.061,2004.0704,0.8912
627217.1344,5646632.061,1987.1233,0.7956
627211.1344,5646633.061,1989.0845,0.795099
627207.1344,5646652.061,2003.8243,0.9093
627190.1344,5646648.061,2006.1791,0.890299
627202.1344,5646665.061,2007.1406,0.9542
627181.1344,5646664.061,2018.4058,0.896099
627187.1344,5646677.061,2016.5774,0.9379
627178.1344,5646665.061,2020.6744,0.8945
627166.1344,5646658.061,2023.3621,0.8658
627152.1344,5646687.061,2029.6833,0.9624
627171.1344,5646697.061,2020.5535,0.948199
627163.1344,5646709.061,2019.5865,0.930999
627151.1344,5646687.061,2029.8406,0.966799
627146.1344,5646660.061,2029.4393,0.963
627106.1344,5646700.061,2044.4424,0.9601
627117.1344,5646722.061,2039.157,0.9254
627083.1344,5646724.061,2056.6128,0.9465
627083.1344,5646725.061,2056.564,0.946399
627053.1344,5646714.061,2063.2991,0.929799
627074.1344,5646681.061,2052.8923,0.951399
627051.1344,5646655.061,2052.1643,0.938
627077.1344,5646676.061,2050.9666,0.956099
627110.1344,5646644.061,2034.082,0.93
627109.1344,5646643.061,2034.1254,0.9222
627119.1344,5646621.061,2017.9375,0.8414
627108.1344,5646610.061,2016.9291,0.8348
627080.1344,5646626.061,2039.6334,0.9362
627091.1344,5646605.061,2025.6305,0.8776
627067.1344,5646614.061,2036.58,0.8872
627067.1344,5646615.061,2037.0548,0.8829
627062.1344,5646627.061,2043.9966,0.9333
627051.1344,5646653.061,2051.9817,0.945299
627055.1344,5646617.061,2043.3824,0.9472
627052.1344,5646615.061,2043.7488,0.9548
627021.1344,5646615.061,2049.5115,0.927699
627010.1344,5646692.061,2077.1101,0.943199
626994.1344,5646688.061,2078.9639,0.9128
627010.1344,5646695.061,2077.5525,0.9443
627038.1344,5646725.061,2071.7754,0.9332
627035.1344,5646727.061,2073.2747,0.934499
627036.1344,5646727.061,2072.9504,0.935299
627039.1344,5646725.061,2071.2981,0.933499
627034.1344,5646758.061,2079.3215,0.937699
627078.1344,5646746.061,2061.8391,0.958
627079.1344,5646780.061,2065.2485,0.939899
627030.1344,5646815.061,2092.2539,0.9153
627018.1344,5646772.061,2087.4927,0.906199
626968.1344,5646818.061,2123.8035,0.9434
626999.1344,5646849.061,2115.604,0.935899
627040.1344,5646875.061,2101.7637,0.9516
627074.1344,5646843.061,2080.1108,0.930499
627077.1344,5646879.061,2087.7471,0.949199
627077.1344,5646845.061,2079.2695,0.933399
627078.1344,5646879.061,2087.1094,0.945299
627123.1344,5646853.061,2065.6008,0.9506
627168.1344,5646851.061,2046.9189,0.944599
627144.1344,5646779.061,2042.1888,0.9509
627106.1344,5646792.061,2058.7976,0.9361
627083.1344,5646803.061,2070.4446,0.9472
627105.1344,5646791.061,2058.9524,0.9329
627081.1344,5646779.061,2064.5542,0.9569
627115.1344,5646774.061,2049.2107,0.918399
627115.1344,5646773.061,2049.1001,0.9179
627112.1344,5646741.061,2043.3359,0.915099
627144.1344,5646741.061,2030.2061,0.9188
627146.1344,5646740.061,2029.1189,0.922599
627158.1344,5646724.061,2020.8077,0.939599
627187.1344,5646722.061,2015.2448,0.9613
627172.1344,5646697.061,2020.2239,0.9516
627190.1344,5646719.061,2013.9978,0.964399
627194.1344,5646710.061,2014.0443,0.965399
627204.1344,5646724.061,2011.7336,0.946399
627195.1344,5646709.061,2013.7867,0.9648
627211.1344,5646703.061,2005.6157,0.9639
627189.1344,5646679.061,2015.5798,0.9455
627219.1344,5646714.061,2002.3397,0.9549
627218.1344,5646724.061,2004.168,0.9364
627218.1344,5646747.061,2008.8856,0.9541
627220.1344,5646824.061,2016.9056,0.9487
627184.1344,5646826.061,2032.0199,0.917299
627174.1344,5646751.061,2025.2899,0.959299
627163.1344,5646760.061,2031,0.9549
627162.1344,5646761.061,2031.4987,0.958999
627173.1344,5646750.061,2025.3722,0.9595
627158.1344,5646726.061,2021.038,0.933499
627173.1344,5646847.061,2043.704,0.9397
627154.1344,5646920.061,2058.5386,0.965399
627078.1344,5646925.061,2089.8862,0.954599
627075.1344,5646947.061,2087.5742,0.921299
627140.1344,5646986.061,2058.5076,0.952899
627147.1344,5646989.061,2056.6548,0.9559
627173.1344,5647002.061,2045.9575,0.928799
627174.1344,5647002.061,2045.4934,0.922299
